id,user_id,objective_name,state,start_date,due_date
17014,602,Goal - 17014,running,2021-12-31,2022-12-31
17015,602,Goal - 17015,running,2021-12-31,2022-12-31
17016,602,Goal - 17016,completed,2021-12-31,2022-12-31
17021,602,Goal - 17021,completed,2021-12-31,2022-12-31
17022,602,Goal - 17022,running,2021-12-31,2023-12-31
17023,602,Goal - 17023,running,2021-12-31,2023-12-31
17024,602,Goal - 17024,running,2021-12-31,2023-12-31
15436,1050,Goal - 15436,running,2021-11-30,2021-12-31
15438,1050,Goal - 15438,running,2021-11-30,2021-12-31
15441,1050,Goal - 15441,running,2021-11-30,2021-12-31
15461,419,Goal - 15461,running,2021-11-30,2021-12-20
15461,528,Goal - 15461,running,2021-11-30,2021-12-20
15523,597,Goal - 15523,running,2021-11-30,2021-12-31
16061,664,Goal - 16061,running,2021-11-30,2021-12-31
17239,530,Goal - 17239,running,2021-11-30,2021-12-31
17248,530,Goal - 17248,running,2021-11-30,2021-12-31
17474,461,Goal - 17474,running,2021-11-30,2021-12-31
17474,780,Goal - 17474,running,2021-11-30,2021-12-31
17783,790,Goal - 17783,running,2021-11-30,2021-12-31
18068,699,Goal - 18068,running,2021-11-30,2021-12-31
18068,1167,Goal - 18068,running,2021-11-30,2021-12-31
16060,664,Goal - 16060,running,2021-10-31,2021-11-30
17238,530,Goal - 17238,running,2021-10-31,2021-11-30
17247,530,Goal - 17247,running,2021-10-31,2021-11-30
22489,1148,Goal - 22489,deleted,2021-10-29,2021-12-31
22506,1148,Goal - 22506,running,2021-10-29,2021-12-31
16350,419,Goal - 16350,running,2021-10-14,2021-12-31
5371,662,Goal - 5371,running,2021-09-30,2021-12-31
11384,489,Goal - 11384,deleted,2021-09-30,2021-12-31
12311,781,Goal - 12311,running,2021-09-30,2021-11-30
13252,459,Goal - 13252,running,2021-09-30,2021-12-31
13317,459,Goal - 13317,running,2021-09-30,2021-12-31
13318,459,Goal - 13318,running,2021-09-30,2021-12-31
13319,459,Goal - 13319,running,2021-09-30,2021-12-31
13570,741,Goal - 13570,deleted,2021-09-30,2021-12-31
14195,351,Goal - 14195,running,2021-09-30,2021-12-31
14195,359,Goal - 14195,running,2021-09-30,2021-12-31
14195,385,Goal - 14195,running,2021-09-30,2021-12-31
14900,351,Goal - 14900,running,2021-09-30,2021-12-31
14900,359,Goal - 14900,running,2021-09-30,2021-12-31
14906,351,Goal - 14906,running,2021-09-30,2021-12-31
14906,359,Goal - 14906,running,2021-09-30,2021-12-31
14907,351,Goal - 14907,running,2021-09-30,2021-12-31
14907,359,Goal - 14907,running,2021-09-30,2021-12-31
14963,753,Goal - 14963,running,2021-09-30,2021-12-31
15247,469,Goal - 15247,running,2021-09-30,2021-12-31
15392,30,Goal - 15392,running,2021-09-30,2021-12-31
15880,490,Goal - 15880,deleted,2021-09-30,2021-12-31
15886,752,Goal - 15886,deleted,2021-09-30,2021-12-31
16059,664,Goal - 16059,running,2021-09-30,2021-10-31
16209,490,Goal - 16209,running,2021-09-30,2021-12-31
16357,355,Goal - 16357,running,2021-09-30,2021-12-31
16358,355,Goal - 16358,running,2021-09-30,2021-12-31
16359,355,Goal - 16359,running,2021-09-30,2021-12-31
16431,612,Goal - 16431,running,2021-09-30,2021-12-31
16431,761,Goal - 16431,running,2021-09-30,2021-12-31
17237,530,Goal - 17237,running,2021-09-30,2021-10-31
17246,530,Goal - 17246,running,2021-09-30,2021-10-31
17643,508,Goal - 17643,running,2021-09-30,2021-12-31
18277,461,Goal - 18277,running,2021-09-30,2021-12-31
18277,612,Goal - 18277,running,2021-09-30,2021-12-31
18277,1018,Goal - 18277,running,2021-09-30,2021-12-31
18360,612,Goal - 18360,deleted,2021-09-30,2021-12-30
18360,761,Goal - 18360,deleted,2021-09-30,2021-12-30
18706,407,Goal - 18706,running,2021-09-30,2021-12-31
18789,493,Goal - 18789,running,2021-09-30,2021-12-31
18995,535,Goal - 18995,running,2021-09-30,2021-12-31
18995,657,Goal - 18995,running,2021-09-30,2021-12-31
19356,985,Goal - 19356,running,2021-09-30,2021-10-31
19684,479,Goal - 19684,running,2021-09-30,2021-12-31
19689,479,Goal - 19689,running,2021-09-30,2021-12-31
19690,479,Goal - 19690,running,2021-09-30,2021-12-31
21028,413,Goal - 21028,running,2021-09-30,2021-12-31
21028,490,Goal - 21028,running,2021-09-30,2021-12-31
21028,657,Goal - 21028,running,2021-09-30,2021-12-31
21063,592,Goal - 21063,running,2021-09-30,2021-12-31
21064,592,Goal - 21064,running,2021-09-30,2021-12-31
21265,810,Goal - 21265,running,2021-09-30,2021-11-30
21304,810,Goal - 21304,running,2021-09-30,2021-11-30
15102,605,Goal - 15102,running,2021-09-19,2021-09-24
22006,522,Goal - 22006,running,2021-09-19,2021-10-20
15454,525,Goal - 15454,running,2021-09-12,2021-12-13
19872,739,Goal - 19872,running,2021-09-12,2021-09-24
15522,597,Goal - 15522,running,2021-08-31,2021-11-30
16058,664,Goal - 16058,running,2021-08-31,2021-09-30
17236,530,Goal - 17236,running,2021-08-31,2021-09-30
17245,530,Goal - 17245,running,2021-08-31,2021-09-30
17469,780,Goal - 17469,running,2021-08-31,2021-12-31
17641,508,Goal - 17641,running,2021-08-31,2021-12-31
18356,1014,Goal - 18356,running,2021-08-31,2021-12-31
18356,1020,Goal - 18356,running,2021-08-31,2021-12-31
19113,598,Goal - 19113,running,2021-08-31,2021-12-31
18368,612,Goal - 18368,deleted,2021-08-22,2021-11-23
18368,761,Goal - 18368,deleted,2021-08-22,2021-11-23
19871,739,Goal - 19871,running,2021-08-01,2021-09-10
12310,781,Goal - 12310,running,2021-07-31,2021-09-30
15521,597,Goal - 15521,running,2021-07-31,2021-08-31
16057,664,Goal - 16057,running,2021-07-31,2021-08-31
17173,553,Goal - 17173,running,2021-07-31,2021-08-31
17235,530,Goal - 17235,running,2021-07-31,2021-08-31
17244,530,Goal - 17244,running,2021-07-31,2021-08-31
17640,508,Goal - 17640,running,2021-07-31,2021-12-31
18351,1014,Goal - 18351,running,2021-07-31,2021-12-31
18351,1020,Goal - 18351,running,2021-07-31,2021-12-31
19355,413,Goal - 19355,running,2021-07-31,2021-10-31
19355,490,Goal - 19355,running,2021-07-31,2021-10-31
19355,985,Goal - 19355,running,2021-07-31,2021-10-31
19355,1019,Goal - 19355,running,2021-07-31,2021-10-31
19355,1155,Goal - 19355,running,2021-07-31,2021-10-31
21264,810,Goal - 21264,running,2021-07-31,2021-09-30
21269,810,Goal - 21269,running,2021-07-31,2021-09-30
21301,810,Goal - 21301,running,2021-07-31,2021-09-30
22224,255,Goal - 22224,deleted,2021-07-31,2021-12-31
22225,255,Goal - 22225,deleted,2021-07-31,2021-12-31
22226,255,Goal - 22226,deleted,2021-07-31,2021-12-31
22227,255,Goal - 22227,deleted,2021-07-31,2021-12-31
22228,255,Goal - 22228,deleted,2021-07-31,2021-12-31
14144,618,Goal - 14144,running,2021-07-25,2021-12-31
21666,249,Goal - 21666,running,2021-07-18,2021-10-19
16348,419,Goal - 16348,running,2021-07-14,2021-10-15
19308,419,Goal - 19308,running,2021-07-14,2021-12-31
17880,461,Goal - 17880,deleted,2021-07-12,2021-08-31
17880,612,Goal - 17880,deleted,2021-07-12,2021-08-31
17880,1018,Goal - 17880,deleted,2021-07-12,2021-08-31
16177,739,Goal - 16177,running,2021-07-11,2021-08-28
16179,739,Goal - 16179,running,2021-07-11,2021-08-27
19873,739,Goal - 19873,deleted,2021-07-11,2021-08-27
11295,662,Goal - 11295,deleted,2021-06-30,2021-09-30
11296,662,Goal - 11296,deleted,2021-06-30,2021-09-30
11383,489,Goal - 11383,deleted,2021-06-30,2021-09-30
11390,1092,Goal - 11390,running,2021-06-30,2021-09-30
11392,1092,Goal - 11392,running,2021-06-30,2021-09-30
11400,1092,Goal - 11400,running,2021-06-30,2021-09-30
11401,1092,Goal - 11401,running,2021-06-30,2021-09-30
13251,459,Goal - 13251,running,2021-06-30,2021-09-30
13310,459,Goal - 13310,running,2021-06-30,2021-09-30
13313,459,Goal - 13313,running,2021-06-30,2021-08-31
13314,459,Goal - 13314,running,2021-06-30,2021-09-30
14194,351,Goal - 14194,running,2021-06-30,2021-09-30
14194,359,Goal - 14194,running,2021-06-30,2021-09-30
14194,385,Goal - 14194,running,2021-06-30,2021-09-30
14898,351,Goal - 14898,deleted,2021-06-30,2021-09-30
14898,359,Goal - 14898,deleted,2021-06-30,2021-09-30
14898,385,Goal - 14898,deleted,2021-06-30,2021-09-30
14899,351,Goal - 14899,running,2021-06-30,2021-09-30
14899,359,Goal - 14899,running,2021-06-30,2021-09-30
14905,351,Goal - 14905,running,2021-06-30,2021-09-30
14905,359,Goal - 14905,running,2021-06-30,2021-09-30
14908,351,Goal - 14908,running,2021-06-30,2021-09-30
14908,359,Goal - 14908,running,2021-06-30,2021-09-30
15246,469,Goal - 15246,running,2021-06-30,2021-09-30
15297,497,Goal - 15297,running,2021-06-30,2021-12-31
15299,497,Goal - 15299,running,2021-06-30,2021-09-30
15426,1050,Goal - 15426,running,2021-06-30,2021-10-31
15543,403,Goal - 15543,deleted,2021-06-30,2021-09-30
15993,664,Goal - 15993,running,2021-06-30,2021-12-31
16056,664,Goal - 16056,running,2021-06-30,2021-08-31
16735,1017,Goal - 16735,running,2021-06-30,2021-09-30
16755,1017,Goal - 16755,running,2021-06-30,2021-09-30
16756,1017,Goal - 16756,running,2021-06-30,2021-09-30
16757,1017,Goal - 16757,running,2021-06-30,2021-12-31
16758,1017,Goal - 16758,running,2021-06-30,2021-12-31
16759,1017,Goal - 16759,running,2021-06-30,2021-12-31
17087,490,Goal - 17087,running,2021-06-30,2021-12-31
17234,530,Goal - 17234,running,2021-06-30,2021-07-31
17243,530,Goal - 17243,running,2021-06-30,2021-07-31
17775,594,Goal - 17775,running,2021-06-30,2021-12-31
17776,611,Goal - 17776,running,2021-06-30,2021-12-31
17777,611,Goal - 17777,running,2021-06-30,2021-12-31
17778,611,Goal - 17778,running,2021-06-30,2021-12-31
17782,594,Goal - 17782,running,2021-06-30,2021-12-31
18027,413,Goal - 18027,running,2021-06-30,2021-12-31
18027,461,Goal - 18027,running,2021-06-30,2021-12-31
18027,464,Goal - 18027,running,2021-06-30,2021-12-31
18027,504,Goal - 18027,running,2021-06-30,2021-12-31
18027,612,Goal - 18027,running,2021-06-30,2021-12-31
18027,979,Goal - 18027,running,2021-06-30,2021-12-31
18027,985,Goal - 18027,running,2021-06-30,2021-12-31
18027,1018,Goal - 18027,running,2021-06-30,2021-12-31
18027,1155,Goal - 18027,running,2021-06-30,2021-12-31
18067,699,Goal - 18067,running,2021-06-30,2021-09-30
18067,1167,Goal - 18067,running,2021-06-30,2021-09-30
18287,461,Goal - 18287,deleted,2021-06-30,2021-12-31
18287,612,Goal - 18287,deleted,2021-06-30,2021-12-31
18287,1018,Goal - 18287,deleted,2021-06-30,2021-12-31
18357,612,Goal - 18357,deleted,2021-06-30,2021-12-30
18357,761,Goal - 18357,deleted,2021-06-30,2021-12-30
18366,1014,Goal - 18366,running,2021-06-30,2021-12-31
18366,1020,Goal - 18366,running,2021-06-30,2021-12-31
18370,612,Goal - 18370,deleted,2021-06-30,2021-09-30
18370,761,Goal - 18370,deleted,2021-06-30,2021-09-30
18372,1014,Goal - 18372,running,2021-06-30,2021-12-31
18372,1020,Goal - 18372,running,2021-06-30,2021-12-31
18786,493,Goal - 18786,running,2021-06-30,2021-09-30
19353,413,Goal - 19353,deleted,2021-06-30,2021-07-31
19353,490,Goal - 19353,deleted,2021-06-30,2021-07-31
19353,985,Goal - 19353,deleted,2021-06-30,2021-07-31
19353,1019,Goal - 19353,deleted,2021-06-30,2021-07-31
19353,1155,Goal - 19353,deleted,2021-06-30,2021-07-31
19683,479,Goal - 19683,running,2021-06-30,2021-09-30
19686,479,Goal - 19686,running,2021-06-30,2021-09-30
19687,479,Goal - 19687,running,2021-06-30,2021-09-30
19713,791,Goal - 19713,running,2021-06-30,2021-09-30
19713,1064,Goal - 19713,running,2021-06-30,2021-09-30
19759,804,Goal - 19759,running,2021-06-30,2021-11-30
20289,1087,Goal - 20289,completed,2021-06-30,2021-12-31
20290,1087,Goal - 20290,completed,2021-06-30,2021-12-31
20291,1087,Goal - 20291,completed,2021-06-30,2021-12-31
20293,1087,Goal - 20293,completed,2021-06-30,2021-12-31
20295,1087,Goal - 20295,completed,2021-06-30,2021-12-31
20296,1087,Goal - 20296,completed,2021-06-30,2021-12-31
20297,1087,Goal - 20297,completed,2021-06-30,2021-12-31
20298,1087,Goal - 20298,completed,2021-06-30,2021-12-31
20299,1087,Goal - 20299,completed,2021-06-30,2021-12-31
20300,1087,Goal - 20300,completed,2021-06-30,2021-12-31
20301,1087,Goal - 20301,completed,2021-06-30,2021-09-30
21317,566,Goal - 21317,running,2021-06-30,2021-09-30
21493,439,Goal - 21493,running,2021-06-30,2021-12-31
21509,439,Goal - 21509,running,2021-06-30,2021-12-31
22004,522,Goal - 22004,running,2021-06-30,2021-08-31
11181,13,Goal - 11181,running,2021-06-29,2021-06-30
21665,249,Goal - 21665,running,2021-06-18,2021-10-19
21667,249,Goal - 21667,running,2021-06-18,2021-10-19
15453,1050,Goal - 15453,running,2021-06-13,2021-09-13
17086,490,Goal - 17086,running,2021-06-13,2021-07-30
20982,1164,Goal - 20982,running,2021-06-09,2021-07-31
12309,781,Goal - 12309,running,2021-05-31,2021-07-31
12832,777,Goal - 12832,deleted,2021-05-31,2021-06-30
13140,372,Goal - 13140,running,2021-05-31,2021-10-31
13312,459,Goal - 13312,running,2021-05-31,2021-07-31
14896,351,Goal - 14896,deleted,2021-05-31,2021-06-30
15104,605,Goal - 15104,deleted,2021-05-31,2021-06-30
15105,605,Goal - 15105,running,2021-05-31,2021-06-30
15429,1050,Goal - 15429,deleted,2021-05-31,2021-11-30
15431,1050,Goal - 15431,running,2021-05-31,2021-11-30
15825,605,Goal - 15825,deleted,2021-05-31,2021-06-30
15826,605,Goal - 15826,running,2021-05-31,2021-06-30
16055,664,Goal - 16055,running,2021-05-31,2021-06-30
16718,503,Goal - 16718,running,2021-05-31,2021-12-31
16803,488,Goal - 16803,running,2021-05-31,2021-09-30
17072,490,Goal - 17072,deleted,2021-05-31,2021-12-31
17073,490,Goal - 17073,deleted,2021-05-31,2021-12-31
17074,490,Goal - 17074,deleted,2021-05-31,2021-12-31
17081,490,Goal - 17081,deleted,2021-05-31,2021-12-31
17082,490,Goal - 17082,deleted,2021-05-31,2021-12-31
17083,490,Goal - 17083,deleted,2021-05-31,2021-12-31
17088,490,Goal - 17088,deleted,2021-05-31,2021-12-31
17089,490,Goal - 17089,deleted,2021-05-31,2021-12-31
17233,530,Goal - 17233,running,2021-05-31,2021-06-30
17242,530,Goal - 17242,running,2021-05-31,2021-06-30
17468,780,Goal - 17468,running,2021-05-31,2021-12-31
17759,594,Goal - 17759,running,2021-05-31,2021-09-30
18349,1014,Goal - 18349,deleted,2021-05-31,2021-12-31
18350,1014,Goal - 18350,completed,2021-05-31,2021-12-31
18350,1020,Goal - 18350,completed,2021-05-31,2021-12-31
18369,1014,Goal - 18369,completed,2021-05-31,2021-06-30
18369,1020,Goal - 18369,completed,2021-05-31,2021-06-30
18381,1014,Goal - 18381,running,2021-05-31,2021-12-31
18381,1020,Goal - 18381,running,2021-05-31,2021-12-31
19108,619,Goal - 19108,running,2021-05-31,2021-08-31
19111,598,Goal - 19111,running,2021-05-31,2021-08-31
20509,396,Goal - 20509,running,2021-05-31,2021-06-30
21281,810,Goal - 21281,running,2021-05-31,2021-07-30
22759,465,Goal - 22759,running,2021-05-31,2021-06-30
16778,488,Goal - 16778,running,2021-05-23,2021-06-18
21671,249,Goal - 21671,running,2021-05-18,2021-05-19
19870,739,Goal - 19870,running,2021-05-16,2021-07-30
21026,413,Goal - 21026,running,2021-05-16,2021-12-31
21026,490,Goal - 21026,running,2021-05-16,2021-12-31
21026,657,Goal - 21026,running,2021-05-16,2021-12-31
15341,388,Goal - 15341,running,2021-05-02,2021-12-24
16172,739,Goal - 16172,running,2021-05-02,2021-06-04
16802,488,Goal - 16802,running,2021-05-02,2021-08-27
16895,559,Goal - 16895,running,2021-05-02,2021-12-31
17039,530,Goal - 17039,running,2021-05-02,2021-12-31
17039,553,Goal - 17039,running,2021-05-02,2021-12-31
12831,777,Goal - 12831,deleted,2021-04-30,2021-05-31
12837,777,Goal - 12837,deleted,2021-04-30,2021-06-30
14128,365,Goal - 14128,running,2021-04-30,2021-12-31
14128,384,Goal - 14128,running,2021-04-30,2021-12-31
14128,618,Goal - 14128,running,2021-04-30,2021-12-31
15460,419,Goal - 15460,running,2021-04-30,2021-10-31
15460,528,Goal - 15460,running,2021-04-30,2021-10-31
15520,597,Goal - 15520,running,2021-04-30,2021-07-31
15785,786,Goal - 15785,deleted,2021-04-30,2021-05-31
15927,369,Goal - 15927,running,2021-04-30,2021-05-31
16054,664,Goal - 16054,running,2021-04-30,2021-05-31
17232,530,Goal - 17232,running,2021-04-30,2021-05-31
17241,530,Goal - 17241,running,2021-04-30,2021-05-31
17451,598,Goal - 17451,running,2021-04-30,2021-06-01
17747,369,Goal - 17747,completed,2021-04-30,2021-05-31
17747,499,Goal - 17747,completed,2021-04-30,2021-05-31
17747,728,Goal - 17747,completed,2021-04-30,2021-05-31
17748,369,Goal - 17748,completed,2021-04-30,2021-05-31
17748,499,Goal - 17748,completed,2021-04-30,2021-05-31
17748,728,Goal - 17748,completed,2021-04-30,2021-05-31
17749,369,Goal - 17749,running,2021-04-30,2021-05-31
17749,499,Goal - 17749,running,2021-04-30,2021-05-31
17749,728,Goal - 17749,running,2021-04-30,2021-05-31
17750,369,Goal - 17750,running,2021-04-30,2021-05-31
17750,499,Goal - 17750,running,2021-04-30,2021-05-31
17750,728,Goal - 17750,running,2021-04-30,2021-05-31
18038,1014,Goal - 18038,running,2021-04-30,2021-10-31
18038,1020,Goal - 18038,running,2021-04-30,2021-10-31
18355,1014,Goal - 18355,running,2021-04-30,2021-12-31
18355,1020,Goal - 18355,running,2021-04-30,2021-12-31
18994,535,Goal - 18994,running,2021-04-30,2021-10-31
18994,657,Goal - 18994,running,2021-04-30,2021-10-31
19348,413,Goal - 19348,running,2021-04-30,2021-08-31
19348,490,Goal - 19348,running,2021-04-30,2021-08-31
19348,985,Goal - 19348,running,2021-04-30,2021-08-31
19348,1019,Goal - 19348,running,2021-04-30,2021-08-31
19348,1155,Goal - 19348,running,2021-04-30,2021-08-31
19671,804,Goal - 19671,running,2021-04-30,2021-12-30
19752,804,Goal - 19752,running,2021-04-30,2021-07-30
20508,458,Goal - 20508,running,2021-04-30,2021-08-31
22758,465,Goal - 22758,running,2021-04-30,2021-06-30
20465,375,Goal - 20465,running,2021-04-25,2021-12-31
20488,669,Goal - 20488,running,2021-04-25,2021-10-16
20489,669,Goal - 20489,running,2021-04-25,2021-10-16
20500,669,Goal - 20500,running,2021-04-25,2021-07-31
16776,488,Goal - 16776,running,2021-04-18,2021-06-18
16777,488,Goal - 16777,running,2021-04-18,2021-05-21
16792,488,Goal - 16792,running,2021-04-18,2021-05-21
21669,249,Goal - 21669,running,2021-04-18,2021-10-19
21677,249,Goal - 21677,running,2021-04-18,2021-06-19
19310,419,Goal - 19310,running,2021-04-16,2021-12-31
16345,419,Goal - 16345,running,2021-04-14,2021-07-15
20507,458,Goal - 20507,running,2021-04-14,2021-08-31
16791,488,Goal - 16791,running,2021-04-11,2021-05-21
16793,488,Goal - 16793,running,2021-04-11,2021-05-14
20678,740,Goal - 20678,running,2021-04-11,2021-04-17
19587,149,Goal - 19587,running,2021-04-07,2021-04-09
19306,419,Goal - 19306,running,2021-04-06,2021-12-31
19586,149,Goal - 19586,running,2021-04-04,2021-04-07
19867,752,Goal - 19867,running,2021-04-04,2021-12-31
19868,752,Goal - 19868,running,2021-04-04,2021-05-08
16297,425,Goal - 16297,running,2021-04-03,2021-09-30
16297,461,Goal - 16297,running,2021-04-03,2021-09-30
16297,780,Goal - 16297,running,2021-04-03,2021-09-30
16297,1164,Goal - 16297,running,2021-04-03,2021-09-30
10553,81,Goal - 10553,running,2021-03-31,2021-06-30
10559,81,Goal - 10559,running,2021-03-31,2021-06-30
10561,81,Goal - 10561,running,2021-03-31,2021-06-30
10637,81,Goal - 10637,running,2021-03-31,2021-06-30
11279,662,Goal - 11279,deleted,2021-03-31,2021-05-01
11283,403,Goal - 11283,running,2021-03-31,2021-06-30
11285,403,Goal - 11285,running,2021-03-31,2021-06-30
11287,577,Goal - 11287,deleted,2021-03-31,2021-06-30
11319,662,Goal - 11319,running,2021-03-31,2021-06-30
11382,489,Goal - 11382,deleted,2021-03-31,2021-06-30
11876,662,Goal - 11876,running,2021-03-31,2021-06-30
11885,662,Goal - 11885,running,2021-03-31,2021-06-30
11886,662,Goal - 11886,running,2021-03-31,2021-06-30
11887,662,Goal - 11887,deleted,2021-03-31,2021-06-30
12308,781,Goal - 12308,running,2021-03-31,2021-05-31
12830,777,Goal - 12830,deleted,2021-03-31,2021-04-30
12898,574,Goal - 12898,running,2021-03-31,2021-06-30
12899,574,Goal - 12899,running,2021-03-31,2021-06-30
12900,574,Goal - 12900,running,2021-03-31,2021-06-30
13250,459,Goal - 13250,deleted,2021-03-31,2021-06-30
13309,459,Goal - 13309,deleted,2021-03-31,2021-06-30
13402,63,Goal - 13402,running,2021-03-31,2021-06-30
14143,582,Goal - 14143,running,2021-03-31,2021-12-31
14193,351,Goal - 14193,running,2021-03-31,2021-06-30
14193,359,Goal - 14193,running,2021-03-31,2021-06-30
14193,385,Goal - 14193,running,2021-03-31,2021-06-30
14351,904,Goal - 14351,running,2021-03-31,2021-06-30
14895,351,Goal - 14895,deleted,2021-03-31,2021-06-30
14897,351,Goal - 14897,running,2021-03-31,2021-06-30
14897,359,Goal - 14897,running,2021-03-31,2021-06-30
14897,385,Goal - 14897,running,2021-03-31,2021-06-30
14904,351,Goal - 14904,running,2021-03-31,2021-06-30
14904,359,Goal - 14904,running,2021-03-31,2021-06-30
14909,351,Goal - 14909,running,2021-03-31,2021-06-30
14909,359,Goal - 14909,running,2021-03-31,2021-06-30
14931,598,Goal - 14931,deleted,2021-03-31,2021-05-31
14975,753,Goal - 14975,deleted,2021-03-31,2021-06-30
15190,904,Goal - 15190,running,2021-03-31,2021-06-30
15245,469,Goal - 15245,running,2021-03-31,2021-06-30
15245,497,Goal - 15245,running,2021-03-31,2021-06-30
15245,508,Goal - 15245,running,2021-03-31,2021-06-30
15357,597,Goal - 15357,deleted,2021-03-31,2021-05-31
15423,1050,Goal - 15423,running,2021-03-31,2021-11-30
15519,597,Goal - 15519,running,2021-03-31,2021-04-30
15623,1004,Goal - 15623,completed,2021-03-31,2021-06-30
15856,1017,Goal - 15856,running,2021-03-31,2021-06-30
15869,1017,Goal - 15869,running,2021-03-31,2021-06-30
15870,1017,Goal - 15870,running,2021-03-31,2021-12-31
15871,1017,Goal - 15871,running,2021-03-31,2021-12-31
15872,1017,Goal - 15872,running,2021-03-31,2021-12-31
15879,490,Goal - 15879,deleted,2021-03-31,2021-12-31
15884,490,Goal - 15884,deleted,2021-03-31,2021-12-31
16042,664,Goal - 16042,deleted,2021-03-31,2021-06-30
16053,664,Goal - 16053,running,2021-03-31,2021-04-30
16223,490,Goal - 16223,running,2021-03-31,2021-06-30
16223,1155,Goal - 16223,running,2021-03-31,2021-06-30
16224,464,Goal - 16224,running,2021-03-31,2021-06-30
16224,490,Goal - 16224,running,2021-03-31,2021-06-30
16224,979,Goal - 16224,running,2021-03-31,2021-06-30
16224,1129,Goal - 16224,running,2021-03-31,2021-06-30
16225,490,Goal - 16225,running,2021-03-31,2021-06-30
16225,1066,Goal - 16225,running,2021-03-31,2021-06-30
16226,490,Goal - 16226,running,2021-03-31,2021-06-30
16226,1018,Goal - 16226,running,2021-03-31,2021-06-30
16226,1165,Goal - 16226,running,2021-03-31,2021-06-30
16300,285,Goal - 16300,running,2021-03-31,2021-06-30
16351,285,Goal - 16351,running,2021-03-31,2021-06-30
16654,1017,Goal - 16654,running,2021-03-31,2021-06-30
16655,1017,Goal - 16655,running,2021-03-31,2021-12-31
16656,1017,Goal - 16656,running,2021-03-31,2021-12-31
16657,1017,Goal - 16657,running,2021-03-31,2021-12-31
16669,1017,Goal - 16669,running,2021-03-31,2021-06-30
16670,1017,Goal - 16670,running,2021-03-31,2021-12-31
16671,1017,Goal - 16671,running,2021-03-31,2021-12-31
16672,1017,Goal - 16672,running,2021-03-31,2021-12-31
16677,1017,Goal - 16677,running,2021-03-31,2021-12-31
16679,1017,Goal - 16679,running,2021-03-31,2021-06-30
16680,1017,Goal - 16680,running,2021-03-31,2021-12-31
16754,1017,Goal - 16754,running,2021-03-31,2021-06-30
16989,612,Goal - 16989,deleted,2021-03-31,2021-06-30
16989,761,Goal - 16989,deleted,2021-03-31,2021-06-30
17071,490,Goal - 17071,deleted,2021-03-31,2021-06-30
17080,490,Goal - 17080,deleted,2021-03-31,2021-06-30
17085,490,Goal - 17085,running,2021-03-31,2021-06-30
17142,582,Goal - 17142,running,2021-03-31,2021-07-01
17213,230,Goal - 17213,deleted,2021-03-31,2021-07-30
17224,530,Goal - 17224,running,2021-03-31,2021-04-30
17240,530,Goal - 17240,running,2021-03-31,2021-04-30
17324,510,Goal - 17324,running,2021-03-31,2021-06-30
17331,510,Goal - 17331,running,2021-03-31,2021-06-30
17332,510,Goal - 17332,running,2021-03-31,2021-06-30
17333,510,Goal - 17333,running,2021-03-31,2021-06-30
17334,510,Goal - 17334,running,2021-03-31,2021-06-30
17372,612,Goal - 17372,deleted,2021-03-31,2021-06-30
17374,612,Goal - 17374,running,2021-03-31,2021-12-30
17774,681,Goal - 17774,running,2021-03-31,2021-06-30
17774,1158,Goal - 17774,running,2021-03-31,2021-06-30
17790,677,Goal - 17790,running,2021-03-31,2021-09-30
17790,780,Goal - 17790,running,2021-03-31,2021-09-30
17790,1200,Goal - 17790,running,2021-03-31,2021-09-30
17799,677,Goal - 17799,running,2021-03-31,2021-09-30
17799,780,Goal - 17799,running,2021-03-31,2021-09-30
17799,1200,Goal - 17799,running,2021-03-31,2021-09-30
17985,802,Goal - 17985,running,2021-03-31,2021-04-30
18034,1014,Goal - 18034,running,2021-03-31,2021-06-30
18034,1020,Goal - 18034,running,2021-03-31,2021-06-30
18037,1014,Goal - 18037,running,2021-03-31,2021-05-30
18037,1020,Goal - 18037,running,2021-03-31,2021-05-30
18329,796,Goal - 18329,completed,2021-03-31,2021-06-30
18347,1014,Goal - 18347,completed,2021-03-31,2021-05-31
18347,1020,Goal - 18347,completed,2021-03-31,2021-05-31
18348,1014,Goal - 18348,running,2021-03-31,2021-05-31
18348,1020,Goal - 18348,running,2021-03-31,2021-05-31
18354,1014,Goal - 18354,running,2021-03-31,2021-07-31
18354,1020,Goal - 18354,running,2021-03-31,2021-07-31
18362,612,Goal - 18362,running,2021-03-31,2021-08-20
18362,761,Goal - 18362,running,2021-03-31,2021-08-20
18363,612,Goal - 18363,completed,2021-03-31,2021-06-30
18363,761,Goal - 18363,completed,2021-03-31,2021-06-30
18380,1014,Goal - 18380,running,2021-03-31,2021-06-30
18380,1020,Goal - 18380,running,2021-03-31,2021-06-30
18508,503,Goal - 18508,deleted,2021-03-31,2021-06-30
18509,503,Goal - 18509,running,2021-03-31,2021-06-30
18510,503,Goal - 18510,running,2021-03-31,2021-06-30
18511,503,Goal - 18511,running,2021-03-31,2021-06-30
18512,503,Goal - 18512,running,2021-03-31,2021-06-30
18513,503,Goal - 18513,running,2021-03-31,2021-06-30
18785,493,Goal - 18785,running,2021-03-31,2021-06-30
18907,573,Goal - 18907,running,2021-03-31,2021-12-31
18909,573,Goal - 18909,running,2021-03-31,2021-12-31
18910,573,Goal - 18910,deleted,2021-03-31,2021-12-31
